Position,Hangul,IPA_Pronunciation,Word_Type,TOPIK_Level,Definition,Example_Sentence,Example_Sentence_IPA,Example_Sentence_Translation,Usage_Hint,Frequency,Frequency_Number,Verified,Quality_Score,HSK_Compliance,Processed,Reasoning_Tokens,Total_Tokens,O4_Error
431,이름은,i.ɾɯm.ɯn,noun,1,name,이름은 뭐예요?,i.ɾɯm.ɯn mwʌ.je.jo,What is your name?,"Topic marker 은 is attached to 이름 when asking or stating names, common in introductions and questions",431,1506,True,High-quality entry with clear definition and example,False,True,1408,2143,
432,와서,wa.sʌ,verb,2,come and,그는 집에 와서 쉬었어요.,kɯ.nɯn tɕip̚.e wa.sʌ swi.ʌt̚.ʌ.jo,He came home and rested.,"connective form of 오다 used to link actions, indicating 'come and' in sequence",432,1498,True,Clear and accurate,False,True,640,1359,
433,대해서,tɛ.hɛ.sʌ,particle,1,about,그 영화에 대해서 어떻게 생각해요?,kɯ jʌŋ.hwa.e tɛ.hɛ.sʌ ʌ.t͈ʌt̚.ke sɛŋ.kak̚.hɛ.jo,What do you think about that movie?,Used after a noun with 에 to indicate the topic being discussed; common in spoken and written Korean,433,1497,True,Clear and accurate definition with a natural example,False,True,1024,1755,
434,여보,jʌ.po,noun,1,honey,"여보, 밥 먹었어?",jʌ.po pap̚ mʌk̚.ʌt̚.ʌ,"Honey, have you eaten?",Used as an affectionate term between married spouses in informal home contexts,434,1487,True,Accurate and idiomatic,False,True,1024,1740,
435,조금,tɕo.kɯm,adverb,1,a little,조금 기다려 주세요.,tɕo.kɯm ki.ta.ɾjʌ tɕu.se.jo,Please wait a little bit.,Used as an adverb meaning 'a little' or 'a bit' to modify verbs and adjectives in both formal and informal speech.,435,1482,True,Clear and accurate analysis suitable for TOPIK level 1 learners.,False,True,1024,1763,
436,않았어,an.at̚.ʌ,verb,1,did not,어제 숙제를 하지 않았어.,ʌ.tɕe suk̚.tɕe.ɾɯl ha.tɕi an.at̚.ʌ,I did not do my homework yesterday.,Informal past negative form of 않다 used in casual speech,436,1482,True,Accurate casual usage,False,True,896,1614,
437,말이에요,mal.i.e.jo,verb,1,speech,제가 한 말이에요.,tɕe.ka han mal.i.e.jo,It's what I said.,"Polite copula form of malida, used to identify remarks or words in everyday speech",437,1474,True,Clear and concise analysis,False,True,2368,3089,
438,이름이,i.ɾɯm.i,noun,1,name,이름이 뭐예요?,i.ɾɯm.i mwʌ.je.jo,What is your name?,Use 이 as the subject marker after 이름 when the noun ends in a consonant to indicate the sentence subject,438,1474,True,Clear and accurate analysis,False,True,1088,1816,
439,여보세요,jʌ.po.se.jo,noun,1,hello,여보세요? 저 정민인데요.,jʌ.po.se.jo tɕʌ tɕʌŋ.min.in.te.jo,Hello? This is Jeongmin.,Telephone greeting used when answering calls in polite everyday speech.,439,1466,True,Provides clear and accurate telephone greeting definition and usage.,False,True,1408,2134,
440,서로,sʌ.ɾo,adverb,1,each other,우리는 서로 도와요.,u.ɾi.nɯn sʌ.ɾo to.wa.jo,We help each other.,"Used to indicate mutual actions, placed before the verb, common in both spoken and written Korean at all formality levels.",440,1462,True,"High quality: accurate, concise definition.",False,True,704,1433,
441,안돼요,an.twɛ.jo,verb,1,cannot,여기서 사진 찍으면 안돼요.,jʌ.ki.sʌ sa.tɕin tɕ͈ik̚.ɯ.mjʌn an.twɛ.jo,You can't take pictures here.,Polite form of 안 되다 used to express inability or prohibition in everyday speech.,441,1461,True,Accurate representation of common usage in polite Korean.,False,True,832,1560,
442,죽을,tɕuk̚.ɯl,noun,1,porridge,아침에 죽을 먹었어요.,a.tɕʰim.e tɕuk̚.ɯl mʌk̚.ʌt̚.ʌ.jo,I ate porridge this morning.,"Object form of 죽 (porridge) with particle 을, used when eating porridge.",442,1458,True,Clear and accurate example demonstrating common usage.,False,True,1344,2078,
443,첫,tɕʰʌt̚,noun,1,first,이것은 나의 첫 차예요.,i.kʌt̚.ɯn na.ɰi tɕʰʌt̚ tɕʰa.je.jo,This is my first car.,Used as a bound noun before another noun to indicate the ordinal 'first'; common in both formal and informal contexts.,443,1452,True,Clear and accurate explanation of the word's common usage.,False,True,1408,2147,
444,매우,mɛ.u,adverb,1,very,이 음식은 매우 맛있다.,i ɯm.sik̚.ɯn mɛ.u mat̚.it̚.ta,This food is very delicious.,Used before adjectives and verbs to intensify meaning in both formal and informal contexts.,444,1450,True,Accurate and clear entry,False,True,704,1416,
445,사랑해,sa.ɾaŋ.hɛ,verb,1,I love you,나는 너를 사랑해.,na.nɯn nʌ.ɾɯl sa.ɾaŋ.hɛ,I love you.,Informal present form used in casual speech to express affection among close individuals,445,1450,True,High quality analysis with accurate IPA and usage,False,True,1216,1939,
446,오늘은,o.nɯl.ɯn,noun,1,as for today,오늘은 날씨가 좋다.,o.nɯl.ɯn nal.s͈i.ka tɕot̚.ta,"Today, the weather is nice.","Noun 오늘 (today) combined with topic marker 은 to mark 오늘 as the topic, often used to introduce or contrast information about today.",446,1447,True,Accurate definition and natural usage.,False,True,1664,2405,
447,싶은,sip̚.ɯn,adjective,1,want to,먹고 싶은 음식이 뭐예요?,mʌk̚.ko sip̚.ɯn ɯm.sik̚.i mwʌ.je.jo,What food do you want to eat?,Attributive form of 싶다 used before a noun to express desire to do something,447,1444,True,High-quality,False,True,768,1495,
448,어디로,ʌ.ti.ɾo,adverb,1,where to,내일 어디로 갈 거예요?,nɛ.il ʌ.ti.ɾo kal kʌ.je.jo,Where are you going tomorrow?,"Used to ask destination by combining 어디 (where) with the directional particle 로, common in questions",448,1439,True,clear and accurate,False,True,768,1498,
449,단지,tan.tɕi,noun,1,jar,전통 단지에 물을 담아 두었다.,tɕʌn.tʰoŋ tan.tɕi.e mul.ɯl tam.a tu.ʌt̚.ta,I stored water in a traditional jar.,Refers to an earthenware pot or ceramic jar used especially in traditional Korean contexts.,449,1438,True,Clear and precise.,False,True,960,1683,
450,아닌,a.nin,verb,1,not,그 사람은 의사가 아닌 간호사입니다.,kɯ sa.ɾam.ɯn ɰi.sa.ka a.nin kan.ho.sa.ip̚.ni.ta,That person is not a doctor but a nurse.,Attributive form of the negative copula used before nouns to negate identity; common in formal and informal contexts.,450,1429,True,Correct usage and natural example.,False,True,1216,1941,
451,나가,na.ka,verb,1,go out,방에서 나가.,paŋ.e.sʌ na.ka,Get out of the room.,"Informal imperative of the verb nagada, used in casual speech to command someone to leave or go outside.",451,1429,True,Accurate and natural usage in casual context,False,True,1216,1938,
452,뿐이야,p͈un.i.ja,particle,1,only,그건 내 잘못일 뿐이야.,kɯ.kʌn nɛ tɕal.mot̚.il p͈un.i.ja,That's only my fault.,Informal speech; contracted from 뿐이다 after nouns to indicate limitation,452,1427,True,Clear and accurate; reflects common speech usage,False,True,960,1686,
453,미안,mi.an,adjective,1,sorry,"미안, 늦었어.",mi.an nɯt̚.ʌt̚.ʌ,"Sorry, I'm late.",Informal apology; short form of 미안하다 used in casual speech,453,1422,True,Accurate and clear,False,True,640,1349,
454,확실히,hwak̚.sil.hi,adverb,2,certainly,그는 확실히 올 거예요.,kɯ.nɯn hwak̚.sil.hi ol kʌ.je.jo,He will certainly come.,Adverb used before verbs or adjectives to express certainty; neutral formality suitable for spoken and written Korean.,454,1421,False,Accurate definition and usage; TOPIK level estimation may require verification.,False,True,1920,2663,
455,싶어요,sip̚.ʌ.jo,adjective,1,want,한국어를 배우고 싶어요.,han.kuk̚.ʌ.ɾɯl pɛ.u.ko sip̚.ʌ.jo,I want to learn Korean.,Polite form of 싶다 expressing desire in formal polite speech,455,1417,True,Accurate analysis of common polite desire expression,False,True,1600,2326,
456,죄송합니다,tɕwe.soŋ.hap̚.ni.ta,adjective,1,sorry,약속 시간에 늦어서 죄송합니다.,jak̚.sok̚ si.kan.e nɯt̚.ʌ.sʌ tɕwe.soŋ.hap̚.ni.ta,I am sorry for being late to the appointment.,"Formal polite apology, used in formal contexts and customer service.",456,1417,True,Accurate and natural usage,False,True,1152,1895,
457,때까지,t͈ɛ.k͈a.tɕi,particle,1,until,수업이 끝날 때까지 도서관에서 공부할 거예요.,su.ʌp̚.i k͈ɯt̚.nal t͈ɛ.k͈a.tɕi to.sʌ.kwan.e.sʌ koŋ.pu.hal kʌ.je.jo,I will study in the library until class ends.,Used after time nouns to indicate up to that point; common in both spoken and written Korean,457,1415,True,Clear and accurate usage example,False,True,1024,1773,
458,없고,ʌp̚.ko,verb,1,not have,돈이 없고 배고프다.,ton.i ʌp̚.ko pɛ.ko.pʰɯ.ta,I have no money and I'm hungry.,Connective '-고' form of 없다 to link clauses in casual and formal contexts,458,1410,True,Clear and appropriate for basic Korean usage,False,True,640,1369,
459,어때요,ʌ.t͈ɛ.jo,adjective,1,how is it,이 영화 어때요?,i jʌŋ.hwa ʌ.t͈ɛ.jo,How is this movie?,Polite present form of the adjective eotteota used to ask about the status or opinion of something.,459,1404,True,Comprehensive and precise,False,True,1280,2012,
460,살,sal,noun,1,age,저는 스물다섯 살이에요.,tɕʌ.nɯn sɯ.mul.ta.sʌt̚ sal.i.e.jo,I am 25 years old.,Native Korean numeral counter used after numbers to indicate age in polite speech,460,1403,True,Accurately identifies the age counter use with a clear example,False,True,1728,2446,
461,당연히,taŋ.jʌn.hi,adverb,1,of course,당연히 그가 올 거예요.,taŋ.jʌn.hi kɯ.ka ol kʌ.je.jo,"Of course, he will come.","Used as a neutral adverb expressing that something is natural or expected, common in both spoken and written Korean",461,1402,True,Clear and concise adverb usage,False,True,1344,2081,
462,데리고,te.ɾi.ko,verb,1,take,저는 강아지를 데리고 공원에 갔어요.,tɕʌ.nɯn kaŋ.a.tɕi.ɾɯl te.ɾi.ko koŋ.wʌn.e kat̚.ʌ.jo,I took my puppy to the park.,"Connective form of the verb meaning to take someone along, used before another verb.",462,1400,True,Accurate and concise.,False,True,1280,2008,
463,필요한,pʰil.jo.han,adjective,1,necessary,필요한 물건을 샀어요.,pʰil.jo.han mul.kʌn.ɯl sat̚.ʌ.jo,I bought the things I needed.,Attributive form of the adjective 필요하다 used before nouns to express necessity in neutral contexts.,463,1399,True,Clear definition and example appropriate for TOPIK 1.,False,True,1024,1761,
464,없다,ʌp̚.ta,verb,1,not have,저는 지금 시간이 없어요.,tɕʌ.nɯn tɕi.kɯm si.kan.i ʌp̚.ʌ.jo,I don't have time right now.,Used with the subject particle i/ga to express absence; conjugates to eopseoyo in polite speech and eopseo in casual speech.,464,1397,True,"Clear and accurate analysis with appropriate IPA, definition, and usage example.",False,True,2368,3110,
465,후,hu,noun,1,after,수업 후에 커피를 마셨어요.,su.ʌp̚ hu.e kʰʌ.pʰi.ɾɯl ma.sjʌt̚.ʌ.jo,I drank coffee after class.,Used as a post-noun time marker meaning 'after'; often takes the locative particle -e in both spoken and written Korean.,465,1397,True,Analysis is accurate and reflects the word's most common usage.,False,True,896,1626,
466,가고,ka.ko,verb,1,go and,학교에 가고 집에 와요.,hak̚.kjo.e ka.ko tɕip̚.e wa.jo,I go to school and come home.,Connective form of the verb gada (go) used to link sequential actions in casual and polite speech,466,1395,True,Accurate identification of the connective form,False,True,1728,2454,
467,글쎄,kɯl.s͈e,adverb,1,well,"글쎄, 나는 잘 모르겠어.",kɯl.s͈e na.nɯn tɕal mo.ɾɯ.ket̚.ʌ,"Well, I don't really know.",Used as a filler to express hesitation or doubt in casual speech,467,1395,True,Accurately reflects common usage and nuance,False,True,768,1500,
468,않는,an.nɯn,verb,1,not,나는 거짓말을 하지 않는 사람이다.,na.nɯn kʌ.tɕit̚.mal.ɯl ha.tɕi an.nɯn sa.ɾam.i.ta,I am a person who does not lie.,"Negative attributive form of anhda, used to modify nouns. Often appears as haji anneun when combined with hada. Common in both speech and writing.",468,1394,True,Accurate and clear analysis.,False,True,1664,2400,
469,했죠,hɛt̚.tɕjo,verb,1,did,어제 뭐 했죠?,ʌ.tɕe mwʌ hɛt̚.tɕjo,What did you do yesterday?,"Polite past tense confirmation ending, used to seek agreement or soften questions in spoken Korean",469,1389,True,Accurate and natural usage,False,True,1280,2007,
470,나의,na.ɰi,pronoun,1,my,이것은 나의 책이다.,i.kʌt̚.ɯn na.ɰi tɕʰɛk̚.i.ta,This is my book.,"Possessive pronoun in formal written style, less common in casual speech.",470,1389,True,Clear and accurate entry.,False,True,640,1356,
471,별로,pjʌl.ɾo,adverb,1,not particularly,이 영화는 별로 재미있지 않았어.,i jʌŋ.hwa.nɯn pjʌl.ɾo tɕɛ.mi.it̚.tɕi an.at̚.ʌ,This movie wasn't very interesting.,Used with negative verbs in informal speech to mean 'not particularly'.,471,1383,True,Natural and accurate usage in informal context.,False,True,1792,2520,
472,않은,an.ɯn,verb,1,not,그는 약속을 지키지 않은 사람이다.,kɯ.nɯn jak̚.sok̚.ɯl tɕi.kʰi.tɕi an.ɯn sa.ɾam.i.ta,He is a person who did not keep his promise.,"Attributive form of the negator '않다', used after verb stems (often with '지') to modify nouns.",472,1377,True,Clear and accurate analysis.,False,True,1792,2525,
473,라고,ɾa.ko,particle,1,quotative marker,"그는 ""안녕하세요""라고 말했다.",kɯ.nɯn an.njʌŋ.ha.se.jo ɾa.ko mal.hɛt̚.ta,"He said ""Hello.""","Used after quoted speech or thoughts, in both formal and informal contexts",473,1377,True,Comprehensive and precise,False,True,1024,1744,
474,집,tɕip̚,noun,1,house,저는 집에 있어요.,tɕʌ.nɯn tɕip̚.e it̚.ʌ.jo,I am at home.,Refers to a physical dwelling or home; used in everyday conversation,474,1376,True,Clear and accurate,False,True,512,1223,
475,여전히,jʌ.tɕʌn.hi,adverb,1,still,그는 여전히 바쁘다.,kɯ.nɯn jʌ.tɕʌn.hi pa.p͈ɯ.ta,He is still busy.,Indicates that a situation or state remains unchanged; used in both formal and informal contexts,475,1373,True,High-quality: correct and common usage of the adverb,False,True,768,1505,
476,없을,ʌp̚.ɯl,adjective,1,not exist,내일 회의에 참석할 사람이 없을 것 같아요.,nɛ.il hwe.ɰi.e tɕʰam.sʌk̚.hal sa.ɾam.i ʌp̚.ɯl kʌt̚ kat̚.a.jo,I think there will be no one to attend the meeting tomorrow.,Attributive form of 없다 used before nouns or noun-like expressions to denote future nonexistence or lack; commonly appears in patterns like '없을 것 같다' for speculation.,476,1372,True,Clear and natural use of the attributive form to express anticipated absence; appropriate context and formality.,False,True,1856,2631,
477,딱,t͈ak̚,adverb,1,exactly,시간이 딱 맞았어.,si.kan.i t͈ak̚ mat̚.at̚.ʌ,The timing was just right.,Used in informal speech to emphasize precise fit or timing.,477,1372,True,Clear and accurate definition appropriate for TOPIK 1 level.,False,True,960,1682,
478,있어서,it̚.ʌ.sʌ,verb,1,to exist,시간이 있어서 영화를 보러 갔어요.,si.kan.i it̚.ʌ.sʌ jʌŋ.hwa.ɾɯl po.ɾʌ kat̚.ʌ.jo,"Because I had time, I went to see a movie.","Causal connective form of 있다, linking clauses to show reason, common in informal speech",478,1370,True,Accurate and well-structured analysis,False,True,1216,1953,
479,이야기,i.ja.ki,noun,1,story,옛날 이야기를 들려주세요.,jet̚.nal i.ja.ki.ɾɯl tɯl.ɾjʌ.tɕu.se.jo,Please tell me an old story.,"Used as a noun meaning 'story'; frequently appears in everyday speech, often with verbs like 듣다 or 들려주다.",479,1368,True,Accurate definition and clear example sentence.,False,True,1472,2202,
480,엄마는,ʌm.ma.nɯn,noun,1,mom,엄마는 지금 주방에 계세요.,ʌm.ma.nɯn tɕi.kɯm tɕu.paŋ.e kje.se.jo,Mom is in the kitchen right now.,"Used after a noun to mark the topic of a sentence, common in daily conversation.",480,1365,True,"Accurate IPA notation and example, with correct usage of the topic marker.",False,True,1152,1892,
481,부인,pu.in,noun,1,wife,그분의 부인은 의사입니다.,kɯ.pun.ɰi pu.in.ɯn ɰi.sa.ip̚.ni.ta,His wife is a doctor.,Polite term for someone else's wife; used mainly in formal or respectful contexts.,481,1363,True,Clear and accurate; example reflects common usage.,False,True,1216,1931,
482,하는데,ha.nɯn.te,particle,1,but,지금 공부하는데 조용히 해 주세요.,tɕi.kɯm koŋ.pu.ha.nɯn.te tɕo.joŋ.hi hɛ tɕu.se.jo,"I am studying right now, so please be quiet.","Clausal connective ending after verb stem indicating background or contrast, often meaning 'but' or 'and', used in casual and formal speech",482,1362,True,High quality,False,True,960,1696,
